identifiant,obs,depenses_totales_2016,depenses_totales_2017,achats_combustibles_16,achats_gaz_16,achats_chauffage_16,achats_carburants_16,depenses_totales_achats_16,achats_combustibles_17,achats_gaz_17,achats_chauffage_17,achats_carburants_17,depenses_totales_achats_17,elu_charge_energie,personne_charge_energie,frequence_conso,temps_consacre_energie,statut,service_rattachement,autre_service_rattachement,realisation_batiment_rai,isolation_parois_rai,remplacement_ouvrants_rai,renovation_chaufferies_rai,regulation_energie_rai,telegestion_chaufferies_rai,miseenplace_eclairage_rai,amelioration_eclairage_public,releve_surfaces,tableau_de_bord,info_suivi_conso,optimisation_tarifs,amelioration_contrats,audit_energetique,sensibilisation,realisation_batiment_pai,isolation_parois_pai,remplacement_ouvrants_pai,renovation_chaufferies_pai,regulation_energie_pai,telegestion_chaufferies_pai,miseenplace_eclairage_pai,projection_amelioration_eclairag,projection_releve_surfaces,projection_tableau_de_bord,projection_info_suivi_conso,proj_optimisation_tarifs,proj_amelioration_contrats,proj_audit_energetique,proj_sensibilisation,organisme_tiers,type_organisme,autre_organisme,conso_fuel_domestique,depenses_fuel_domestique,conso_fuel_lourd,depenses_fuel_lourd,conso_gaz_naturel,depenses_gaz_naturel,conso_charbon,depenses_charbon,conso_butane,depenses_butane,conso_bois,depenses_bois,conso_rdc,depenses_rdc,conso_electricite,depenses_electricite,conso_eclairage_public,depenses_eclairage_public,depenses_carburant,depenses_totales,garantie_electricite,garantie_quantite,proportion_elec_renouvelable,gaz_achete,part_gaz_renouvable,longueur_voies_17,points_lampes_sodium,points_lampes_vapeur,points_LED,points_lampes_halogenures,points_lampes_solaires,points_autres_lampes,total_point_lumineux_17,puissance_elec_totale,part_extinction_nocturne,heures_parc_eteint,part_gradation_intensite
395,2372,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
396,681,0,8574530,0,0,0,0,0,0,67958,20329,96540,184827,Non,Non,,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Un autre organisme,Pays du bessin virois de l’Eure à la Vire,5.2,3.3,0,0,169700,21439.1,0,0,0,0,0,0,0,0,161091,69230.6,0,0,0,90673,Non,,,Non,,,,,,,,,0,,,,
397,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
398,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
399,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
400,1052,,,,,,,0,,,,,0,"Oui, avec une délégation explicite",Non,,,,,,Pas réalisé jusqu'à présent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
401,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
402,858,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
403,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
404,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
405,927,7731462.2,7977206.1,0,60394.3,0,69830.6,130224.9,0,61901.8,55028.7,15136,132066.5,Non,"Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Agent administratif,Direction des services techniques,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
406,1955,0,39,0,0,0,0,0,250000,400000,0,0,650000,Non,Non,,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oui, en partie",0,25,,,,,,,,,,,,,,
407,318,0,12621,0,0,0,0,0,7.1,135,0,16,158.1,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Direction générale des services,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
408,2369,12094016.8,15761767.6,0,35112.2,11530,19609.5,66251.7,0,324439.9,16270.3,63206.5,403916.7,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,,,,,,,Non,Oui,Oui,Oui,Oui,,Oui,Oui,Non,,,0,277.4,0,0,0,58,0,0,0,0,0,0,0,0,0,466.5,0,0,63.2,865.1,Non,,,Non,,3.5,110,0,0,0,0,0,110,59447,,,
409,564,75224,132097,0,3273,345,17,3635,0,4047,328,112,4487,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Inférieure au mois,100%,Ingénieur (cadre A),Autre,Direction Immobilier et Direction Energie-Climat,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,118,77718,0,0,16352,658852,0,0,33.7,50062,0,2789,3505,327959,26524,3178416,1214,197500,0,4493296,"Oui, en partie",18095,100,Non,,0,0,0,0,0,0,0,0,0,0,,0
410,1550,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
411,814,33398927,36425197,0,112638,0,0,112638,35000,153012,0,0,188012,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Technicien (cadre B),Autre,Développement durable,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Oui,Oui,Non,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Une Agence Locale de l’Energie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557667,131127,0,0,0,131127,"Oui, en totalité",,0,,,,,,,,,,,,,,
412,3009,0,22650000,0,0,0,0,0,0,77000,0,18400,95400,Non,"Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Agent administratif,Direction générale des services,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Oui,Oui,Oui,Non,Non,Non,Non,Non,,,0,0,0,0,0,30800,0,0,0,0,0,0,0,0,0,46400,0,0,18400,95600,"Oui, en partie",0,0,Non,,,,,,,,,,,,,
413,1047,0,6374733.3,0,0,0,0,0,0,16.3,20.4,35.2,71.9,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Oui,Non,Non,Oui,Non,Non,Oui,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,,,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,16.3,0,0,34.6,71.3,Non,,,Non,,,,,,,,,,,,,
414,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
415,1402,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
416,2489,20,20,20,0,20,20,60,20,20,20,20,80,Non,Non,,,,,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,20,20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,0,0,0,142,Non,,,Non,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.018,42.22995402,0,0,0,0,0,0,0,0,0,0,0,0,234.132,33.76785785,29.256,5.326854545,3.51782,,,,,,,,,,,,,,,,,,
418,2082,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
419,2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
420,2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
421,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
422,58,22009,29952,0,256,302,105,663,0,428,383,188,999,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,Non,,,0,18,0,0,0,152,0,0,0,0,0,0,0,0,0,276,0,0,0,446,Non,,,"Oui, en partie",,,,,,,,,,,,,
423,1754,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
424,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
425,784,11,11,68,83,0,145,296,62,82,62,86,292,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,100%,Technicien (cadre B),Autre,service aménagement durable,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Une Agence Locale de l’Energie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.815,1.7207975,0,0,0,0,Non,,,,,,,,,,,,0,,,,
426,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
427,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
428,1458,33890.7,41406.5,0,285.2,0,296.4,581.6,0,569.2,0,375,944.2,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,,,6000,5,0,0,6625.5,255.2,0,0,0,0,0,0,263.5,29.1,8944,1195,334.5,46.5,323.3,1854.1,"Oui, en partie",2003.4,100,Non,,18.3,901,0,0,0,0,0,901,116,0,,0
429,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
430,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
431,2779,0,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
432,1379,0,22297,0,0,0,0,0,30,197,0,134,361,Non,"Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Autre,Environnement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Un Syndicat d’Energie,,9,7,0,0,930.623,47,0,0,0,0,366.6,25,0,0,968,140,58,7,9,235,Non,,,Non,,,,,,,,,0,,,,
433,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
434,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
435,1912,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
436,1559,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
437,183,8208.6,8631.2,0,50.4,26.6,72.4,149.4,0,80.5,60.1,71,211.6,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Oui,Oui,Non,,Non,Oui,Non,Oui,Oui,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
438,395,24965,37801,0,259.9,48.7,209.4,518,0,444,101.4,311.5,856.9,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Direction générale des services,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Non,Oui,Non,Oui,,Oui,Oui,Oui,Non,Non,Non,Oui,Non,,,8675,7.2,50538,28.8,588.6,61.6,0,0,2,2.5,2,0.6,0,0,1924569,265.4,0,0,80.8,446.9,Non,,,Non,,,,,,,,,,,,,
439,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
440,1200,31730,34792,0,150,0,29,179,0,154,0,36,190,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Agent administratif,Autre,direction des finances,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Oui,Non,Non,Oui,Oui,Non,Oui,,Non,Non,Non,Non,Non,Oui,Oui,Non,,,9.8,6,0,0,0,35,0,0,0,0,0,0,0,0,0,95,0,24,30,166,Non,,,Non,,,,,,,,,,,,,
441,2346,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
442,2479,0,1951504,0,0,0,0,0,0,24782,18142,1153,44077,"Oui, sans délégation explicite",Non,,,,,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Non,Oui,Oui,Oui,Non,Oui,,Non,Non,Non,Oui,Non,Non,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Non,,,,,,,,,,,,,,,,
443,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
444,2622,23179,27132,0,41.4,0,96.2,137.6,0,76.4,0,168.8,245.2,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,100%,Ingénieur (cadre A),Autre,Mobilités environnement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Non,Non,Non,Non,Non,Non,,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Un Syndicat d’Energie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
445,1119,2829632,3465891,0,17682,1424,857,19963,0,13946,8852,973,23771,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,0,8852,0,0,0,0,0,0,0,0,0,13946,0,0,0,22798,Non,,,Non,,1,,,,,,,0,,,,
446,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
447,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,51.929,3.4908,0,0,0,0,0,0,0,0,112.502,15.01669065,0,0,0,,,,,,,,,,,,,,,,,,
449,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
450,2515,17563.1,1853.8,0,43.2,11,133.2,187.4,0,71.8,24.6,161.4,257.8,"Oui, sans délégation explicite",Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Oui,Oui,Non,Oui,Oui,Non,Non,Non,,,1,26.5,0,0,1,1.3,0,0,1,1,0,0,0,0,1,1,0,0,152.2,182,Non,,,Non,,,,,,,,,,,,,
451,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
452,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
453,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
